author,author_href,description,number_of_user_opinions,number_of_user_ratings,number_of_discussions,Kategoria,Format,Cykl,Tytuł oryginału,Wydawnictwo,Data wydania,Data 1. wyd. pol.,Data 1. wydania,Liczba stron,Czas czytania,Język,ISBN,Tłumacz,Ekranizacje,number_of_people_read,number_of_people_has,number_of_people_favorite,number_of_people_wants_to_read,number_of_people_wants_as_gift,number_of_people_currently_read,tags,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,Inne,author1,author_href1,Seria,author2,author_href2
Stephen King,https://lubimyczytac.pl/autor/13997/stephen-king," Pierwsza powieść Stephena Kinga w gatunku fantasy od czasu cyklu „Mroczna wieża”.Historia pełna światła i mroku, porywająca i prowokująca do przemyśleń na temat kondycji współczesnego świata.Naszpikowana motywami, które fani Kinga lubią najbardziej, oraz odniesieniami do klasycznych baśni i mitów.Opowieść o zwyczajnym chłopcu, któremu pisane są bohaterskie czyny. O odwiecznej walce dobra ze złem, w której o zwycięstwie nie decyduje siła przeciwników, lecz ich wola.Charlie Reade jest zwyczajnym nastolatkiem, choć w dzieciństwie przeżył traumę. Właśnie wtedy złożył pewną obietnicę, ale dopiero kiedy jako uczeń ostatniej klasy liceum poznał Howarda Bowditcha, dostrzegł okazję do wywiązanie się ze swoich zobowiązań. Stroniący od ludzi stary człowiek i jego budzący grozę dom ze skrywającą jakąś mroczną tajemnicę szopą na podwórzu zafascynują Charliego i na zawsze zmienią jego życie. Ale to przede wszystkim za sprawą Radar, psa pana Bowditcha, chłopiec uda się w niesamowitą podróż do świata, w którego istnienie nigdy by nie uwierzył. Rządzeni przez tyrana mieszkańcy baśniowej krainy Empis, do której trafia, potrzebują pomocy. Charlie na początku odrzuca jednak rolę ich zbawcy. Ale w świecie, w którym czas płynie zupełnie inaczej, gdzie świecą dwa księżyce, świerszcze są wielkości kotów, a pies może znów stać się młody, jeśli postawi się go na zegarze słonecznym, wszystko jest możliwe. Nawet to, że chłopiec stanie się mężczyzną i postanowi chronić lud Empis nie tylko przed ich okrutnym władcą, ale też przed największym zagrożeniem – płynącym ze strony świata, z którego Charlie przyszedł. Pewne elementy tej powieści skłaniają do porównań z „Mroczną Wieżą”, ale świat wykreowany w „Baśniowej opowieści” jest całkowicie inny niż wszystko, co stworzył dotąd Stephen King, podobnie jak bohater tej książki. W tym popisie wyobraźni King łączy wpływy mistrzów gatunku – E.R. Burroughsa i H.P. Lovecrafta, Roberta E. Howarda i L. Franka Bauma – tworząc kipiące życiem magiczne dzieło, którego urokowi nie można się oprzeć. To opowieść, na którą wszyscy wierni czytelnicy Kinga czekali od lat. Dokładnie taka, jaką zawsze chcieli przeczytać!""Chciałem napisać o innym świecie – nie o Mrocznej Wieży, ale o jakimś baśniowym królestwie – i chciałem wypełnić wiele, wiele stron przygodą. Oczami wyobraźni ujrzałem miasto, ciągnące się po horyzont, opuszczone, lecz pełne ukrytego życia. Pokryte kurzem ulice, strącone z cokołów posągi, zrujnowane budynki, a w końcu imponujący pałac ze szklanymi, sięgającymi nieba wieżami. Moja wyobraźnia zaiskrzyła i wiedziałem już, że to tam rozegra się historia, którą chciałem opowiedzieć”.Stephen King ",675,4056,0,"fantasy, science fiction",papier,,Fairy Tale,Albatros,2023-11-08,2022-09-07,2022-09-06,704,11  godz. 44 min.,polski,9788383610238,,,4655,976,93,2848,,205,Fantasy&Stephen King,330,501,1074,1140,626,248,60,54,12,11,#0 Top 100 1 nagroda,,,,,
Paulo Coelho,https://lubimyczytac.pl/autor/14849/paulo-coelho," Autor „Pielgrzyma” zawsze potrafi dostrzec lepsze strony życia. W zbiorze krótkich tekstów w felietonowej formie opowiada historie własne i zasłyszane, dzieli się obserwacjami i doświadczeniami zbieranymi w całym świecie – od Australii po Norwegię i od ojczystej Brazylii po Pireneje, gdzie kupił ukochany stary wiatrak. W prosty, serdeczny i bezpośredni sposób przypomina, że trzeba umieć walczyć o swoje marzenia, ale trzeba też wiedzieć, które drogi są nie do przebycia i zachować siły na przejście innymi ścieżkami. ",261,3906,0,literatura piękna,papier,,Ser como o rio que flui...,Świat Książki,2009-01-01,2008-01-01,2012-05-01,288,4  godz. 48 min.,polski,9788324711048,Zofia Stanisławska-Kocińska,,5930,1665,201,1263,34,87,esej&powieść&felieton,225,339,421,942,804,593,191,238,60,93,,,,,,
Elena Ferrante,https://lubimyczytac.pl/autor/101545/elena-ferrante," Na podstawie Genialnej przyjaciółki i Historii nowego nazwiska powstał scenariusz serialu HBO, którego twórcą jest Saverio Costanzo.Lila i Elena mają po szesnaście lat i obie czują, że znalazły się w ślepym zaułku. Lila dopiero wyszła za mąż, ale przyjęcie nazwiska męża wiąże się dla niej z utratą własnej tożsamości. Elena to wzorowa uczennica, ale właśnie podczas ślubu przyjaciółki odkrywa, że nie czuje się dobrze ani w dzielnicy, ani poza nią. Podczas burzliwej młodości dziewczęta gubią się i ponownie odnajdują. A wszystko w scenerii Neapolu, Włoch, które powoli nabierają alarmujących i dobrze znanych cech. ",323,4032,0,literatura piękna,papier,Genialna przyjaciółka (tom 2),Storia del nuovo cognome,Sonia Draga,2020-02-12,2015-03-25,2012-09-01,600,10  godz. 0 min.,polski,9788366460782,Lucyna Rodziewicz-Doktór,,4965,574,130,1626,,63,Lucyna Rodziewicz-Doktór&dziewczyna&literatura włoska&nastolatka&Neapol&odmiana losu&poszukiwanie sensu życia&poszukiwanie własnej tożsamości&uczucie&Włochy,322,590,1478,1177,351,77,16,11,4,7,#0 Top 100 1 nagroda,,,,,
Alicja Sinicka,https://lubimyczytac.pl/autor/143488/alicja-sinicka," Książka, która podbiła serca kilkudziesięciu tysięcy polek.Biznesmen Marek Skalski szuka stażystki do swojej prężnie rozwijającej się firmy. Pomaga mu w tym jego żona Ewa, jak nikt inny znająca preferencje i słabości męża. Doskonale wie, która kandydatka wzbudzi jego zainteresowanie. I nie ma złudzeń – Marek z pewnością zdradzi ją po raz kolejny. To tylko kwestia czasu.Dwudziestodwuletnia Klaudia Neter jest świadoma, że lukratywny staż u Skalskiego może być jedyną realną szansą na lepszą przyszłość. Choć pierwsze dni nie zwiastują nic niepokojącego, z czasem odczuwa coraz większe obawy. Szybko zostaje uwikłana w niebezpieczny trójkąt, a nowa relacja zaczyna ją osaczać.Tymczasem w Odrze odnajduje się ciało młodej kobiety. Okazuje się, że była stażystką w firmie Skalskiego. Klaudia nie chce podzielić jej losu. Nie wie jednak, skąd nadchodzi niebezpieczeństwo.„Zapraszam do lektury powieści, dzięki której weszłam do świata thrillerów psychologicznych. Na początku myślałam, że będzie to jednorazowa przygoda, a jednak zostałam w nim już na dobre. Zanurzyłam się w atmosferze napięcia i niedomówień, które towarzyszą tego typu historiom. Pisząc Stażystkę, odnalazłam swoje prawdziwe twórcze „ja” i choć w ciągu tych kilku lat mój styl nieco ewoluował, zawdzięczam tej opowieści bardzo wiele, wracam też do niej z wielkim sentymentem. Wierzę, że Stażystka zaintryguje i wywoła wiele emocji” Alicja Sinicka ",864,4043,0,"kryminał, sensacja, thriller",papier,,,W.A.B.,2024-06-05,2020-01-29,,432,7  godz. 12 min.,polski,9788383197883,,,4751,414,41,2221,,86,,252,311,703,1187,874,387,157,109,33,30,#0 Top 100 1 nagroda,,,,,
Adam Mickiewicz,https://lubimyczytac.pl/autor/6520/adam-mickiewicz,    10  200  ocen  9  274  ocen  8  353  ocen  7  810  ocen  6  724  ocen  5  618  ocen  4  296  ocen  3  332  ocen  2  100  ocen  1  151  ocen ,143,3859,0,literatura piękna,papier,,,Czytelnik,1974-01-01,1953-01-01,,261,4  godz. 21 min.,polski,,,,6776,566,104,116,,,,200,274,353,810,724,618,296,332,100,151,,,,,,
Umberto Eco,https://lubimyczytac.pl/autor/10046/umberto-eco," Nowe wyjątkowe wydanie przedostatniej powieści Umberta Eco, która poruszyła miliony czytelników na całym świecie!„Cmentarz w Pradze” to powieść kryminalno-szpiegowska, której akcja rozgrywa się w XIX wieku. Umberto Eco przedstawia w niej genezę okrytych złą sławą tzw. Protokołów Mędrców Syjonu, które stanowiły dla Hitlera jedno ze źródeł jego obłąkańczej idei zagłady Żydów i były elementem nazistowskiej propagandy. Autor podkreśla, że oprócz głównego bohatera wszystkie postacie w książce są autentyczne. „Cmentarz w Pradze” ukazał się 30 lat po „Imieniu róży” - debiutanckiej powieści profesora semiotyki. ",476,3930,0,literatura piękna,papier,,Il cimitero di Praga,Noir sur Blanc,2021-05-25,2011-11-01,2010-10-29,576,9  godz. 36 min.,polski,9788373927285,Krzysztof Żaboklicki,,5074,1933,105,4753,83,380,,139,263,575,977,1003,452,217,178,72,54,,,,,,
Łukasz Orbitowski,https://lubimyczytac.pl/autor/15800/lukasz-orbitowski," Mistrzowska opowieść o nas samych.1983, okres największej beznadziei Polski Ludowej. Po prowincjonalnych parafiach rozchodzi się wieść o Maryi ukazującej się na działkach w podwrocławskiej Oławie. Kościół odcina się od objawień, a generał Jaruzelski grzmi o religijnej ciemnocie. Mimo milicyjnych szykan dziesiątki tysięcy pątników nadciągają do małego miasteczka. Prostoduszny rencista Heniek z nadludzką konsekwencją dąży do wybudowania wielkiego sanktuarium, które ma konsekrować papież Polak. Jego brat Zbyszek uporczywie lawiruje między poczuciem rodzinnej lojalności a oczekiwaniami przyjaciół, tworzących lokalną partyjno-kościelną elitę. Jego słabość do kobiet, równie silna jak miłość do żony i dzieci, to wymarzony materiał na esbecki szantaż. Kult to najdojrzalsza powieść Łukasza Orbitowskiego, snuta z humorem i czułością. Zbeletryzowana, ale doskonale udokumentowana historia oławskich objawień jest tylko pretekstem do fascynującej opowieści o miłości i stracie, lojalności i próbie zrozumienia najbliższych. O potrzebie odkupienia win. O cudach i ich tajemnicy. ",591,4036,0,literatura piękna,papier,,,Świat Książki,2019-05-15,2019-01-01,,480,8  godz. 0 min.,polski,9788381390989,,,4664,655,106,2867,,119,ironia&literatura polska&manipulacja&objawienie&obsesja&PRL&proza&relacje międzyludzkie&relacje rodzinne&szantaż,267,716,1506,1058,329,93,35,25,3,4,#0 Top 100 2 nagrody,,,,,
Robert M. Wegner,https://lubimyczytac.pl/autor/3333/robert-m-wegner," Honor i wierność, wytrwałość i żelazna wola. W książkach Roberta Wegnera odżywają dawne wartości, a pomiędzy barwnymi pojedynkami, intrygami, bitwami wielkich armii i krwawymi starciami jest miejsce na emocje, które potrafią skruszyć serce największego twardziela. Opowiadania z Północy, Południa, Wschodu i Zachodu składają się na epicką opowieść o egzotycznych światach różnych nacji, języków, wierzeń i magii.""Opowieści z meekhańskiego pogranicza"" to — napisana z rzadko spotykanym w polskiej literaturze rozmachem — mocna proza, w której odnajdujemy nasze marzenia o szlachetności i odwadze. ",292,4006,1,"fantasy, science fiction",papier,Opowieści z meekhańskiego pogranicza (tom 2),,Powergraph,2012-03-07,2010-09-08,,688,11  godz. 28 min.,polski,9788361187455,,,4950,1290,293,1852,49,98,,438,1010,1516,779,202,42,11,4,2,2,,,,,,
Stephen King,https://lubimyczytac.pl/autor/13997/stephen-king," Wydanie specjalne bestsellerowej powieści „Billy Summers”!Billy Summers jest najlepszy w swoim fachu. Eliminuje ludzi, ale tylko tych naprawdę złych. Był snajperem w Iraku, więc zna się na rzeczy i zawsze strzela celnie. Tym razem decyduje się przyjąć ostatnie zlecenie. Czas na zasłużoną emeryturę.Niestety, coś idzie nie tak…Coś, a nawet wszystko. ",636,4025,0,"kryminał, sensacja, thriller",papier,,Billy Summers,Prószyński i S-ka,2024-04-25,2021-08-03,,608,10  godz. 8 min.,polski,9788383522463,Tomasz Wilusz,,4604,968,65,1993,,146,,258,469,1245,1195,561,184,58,35,13,8,#0 Top 100 1 nagroda,,,,,
Przemysław Piotrowski,https://lubimyczytac.pl/autor/111252/przemyslaw-piotrowski," A co jeśli sprawiedliwość postanowi wymierzyć ktoś inny?Audycję radiową przerywa telefon od tajemniczego człowieka, który przedstawia się jako Sędzia. Jednocześnie w internecie pojawia się transmisja, w trakcie której mężczyzna w katowskim kapturze torturuje bliskiego współpracownika władzy. Przed egzekucją wyjawia wszystkie grzechy i przewinienia swojej ofiary.Służby zostają postawione w stan najwyższej gotowości. Policja odnajduje ciało straconego na wizji mężczyzny na terenie dawnego sierocińca sióstr hieronimek. Na miejsce zdarzenia wezwany zostaje komisarz Igor Brudny. Człowiek, którego już nigdy nie chciał spotkać, składa mu propozycję nie do odrzucenia.Brudny i Zawadzka muszą odnaleźć się w kompletnie obcym im świecie wielkiej polityki, zgniłych układów i tajnych służb. Kolejne działania Sędziego skutecznie paraliżują państwo, a wzburzeni ludzie wychodzą na ulice. W całym tym chaosie, po raz kolejny tropiąc psychopatycznego mordercę, Brudny po raz pierwszy nie wie, czy stoi po właściwej stronie. ",727,4042,1,"kryminał, sensacja, thriller",papier,Igor Brudny (tom 5),,Czarna Owca,2022-06-29,2022-06-29,,448,7  godz. 28 min.,polski,9788382520736,,,4778,514,62,1356,,58,thriller&tajemnica&sledztwo&tortury,349,502,1183,1137,510,187,67,58,27,22,#0 Top 100 1 nagroda,,,,,
Małgorzata Musierowicz,https://lubimyczytac.pl/autor/6050/malgorzata-musierowicz," 1 Maja 2004 roku, w dniu przystąpienia Polski do Unii Europejskiej, Żaba Schoppe, siostra Fryderyka i Wolfiego, obchodziła swe 15-ste urodziny. Wypadki tego dnia spowodowały, że zawsze super zorganizowana Żaba, spojrzała na świat przez swe okulary i zobaczyła go nie tylko z punktu widzenia swojej żabiej osoby, ale też przejęła się życiem innych. Zwłaszcza Róży, Fryderyka i...""Żaba"" otrzymała Nagrodę Edukacja XXI""Żaba"" była też nominowana do nagrody „As EMPiKu” 2005 ",128,3875,0,literatura młodzieżowa,papier,Jeżycjada (tom 16),,Akapit Press,2005-01-01,2005-01-01,,215,3  godz. 35 min.,polski,9788388790546,,,6829,1075,248,845,70,,,231,336,553,1308,741,489,86,95,16,20,,,,,,
Stanisław Lem,https://lubimyczytac.pl/autor/54/stanislaw-lem," ""Powrót z gwiazd"" to historia astronauty, który na skutek paradoksu czasowego Einsteina powrócił z wyprawy w Kosmos na Ziemię, gdzie tymczasem minęło półtora stulecia. Astronauta próbuje zrozumieć i zaakceptować ziemską cywilizację, która zrezygnowała z podejmowania ryzyka na rzecz bezpieczeństwa i dostatku.Fascynująca wizja Ziemi jako „obcej planety”, na której – by żyć tam dalej – trzeba na nowo doświadczyć na sobie problemów sensu egzystencji, dobra i zła, swobody i zniewolenia, agresji i miłości. ",358,3913,1,"fantasy, science fiction",papier,,,Wydawnictwo Literackie,2016-06-23,1961-01-01,,400,6  godz. 40 min.,polski,9788308061756,,,4992,1108,199,2478,41,89,literatura polska,304,631,1168,1178,413,154,31,28,4,2,,,,Dzieła Stanisława Lema [Wydawnictwo Literackie],,
Ken Follett,https://lubimyczytac.pl/autor/19312/ken-follett," Kontynuacja Filarów Ziemi, najsłynniejszej powieści historycznej Kena Folletta.Pierwsza połowa XIV wieku to dla Anglii trudny okres. Zarazy dziesiątkujące ludność, wieloletnia wojna z Francją, walki o pieniądze i władzę, polowania na czarownice... Nawet rozwój nauki wydaje się nie sprzyjać poddanym Edwarda III, zagraża bowiem fundamentom religii, a zatem – fundamentom świata.Akcja Świata bez końca toczy się dwieście lat po rozpoczęciu budowy katedry w Kingsbridge. Bohaterowie są potomkami postaci, wokół których osnuta jest fabuła FilarówZiemi. Ich drogi życiowe determinuje ambicja, duma, tajemnice, zbrodnia, miłość i zemsta.Chociaż wojna i zaraza odbierze im to, co najdroższe ich sercom, ani na chwilę nie stracą nadziei i nie zapomną o przysiędze, która złożyli w dzieciństwie pewnego brzemiennego w skutki dnia.Na podstawie Świata bez końca w 2012 roku nakręcono serial telewizyjny, którego współproducentem był słynny reżyser Ridley Scott. ",353,3983,0,powieść historyczna,papier,Kingsbridge (tom 2),World Without End,Albatros,2023-10-25,2008-01-01,2008-01-01,960,16  godz. 0 min.,polski,9788367759441,"Zbigniew A. Królicki, Grzegorz Kołodziejczyk",,4973,1011,260,2849,54,103,Grzegorz Kołodziejczyk&Zbigniew A. Królicki&literatura angielska&literatura brytyjska,592,857,1360,830,248,62,11,17,5,2,,,,,,
Juliusz Verne,https://lubimyczytac.pl/autor/6737/juliusz-verne," Wyobraź sobie podmorską podróż w XIX wieku! Wyrusz na wyprawę z tajemniczym kapitanem Nemo i przekonaj się, jak wielka jest siła imaginacji.Mistrzowskie wizjonerstwo Juliusza Verne’a, uważanego za prekursora współczesnej fantastyki naukowej, powraca, by zachwycać niebywałymi tajemnicami podwodnego świata i podróżniczymi przygodami.Jest rok 1866. Zoolog profesor Pierre Aronnax, jego lokaj – Consei oraz harpunnik Ned Land poszukują stworzenia, które uznawane jest za przyczynę licznych wypadków statków. I choć wszyscy przypuszczają, że za katastrofy odpowiedzialny jest niebywałych rozmiarów wieloryb, morskim potworem okazuje się być enigmatyczny okręt podwodny Nautilus z kapitanem Nemo na czele. Gdy ekipa profesora trafia na pokład Nautilusa, rozpoczyna się wielka podróż po głębinach mórz i oceanów. Jaką tajemnicę skrywa okręt i czy profesorowi oraz jego towarzyszom uda się kiedykolwiek opuścić jego pokład? ",255,3880,0,"fantasy, science fiction",papier,Duża trylogia vernowska (tom 2),Duża trylogia vernowska,Zielona Sowa,2019-08-01,1952-01-01,1994-01-01,280,4  godz. 40 min.,polski,9788381542760,Agnieszka Włoczewska,20 000 mil podmorskiej żeglugi (1954),5640,1205,185,2370,50,111,Juliusz Verne&powieść przygodowa&morze&podróż,243,394,821,1344,670,281,75,41,6,5,,,,,,
Izabela Janiszewska,https://lubimyczytac.pl/autor/192525/izabela-janiszewska," Genialny seryjny morderca i para śledczych, która nie cofnie się przed niczym, by go schwytać… Niezależna reporterka Larysa Luboń wpada na trop sadystycznego sponsora, mężczyzny płacącego studentkom za brutalny seks. Tymczasem ekscentryczny policjant Bruno Wilczyński usiłuje rozwiązać zagadkę tajemniczej śmierci młodej dziewczyny, która niepokojąco przypomina mu pewną sprawę sprzed lat. Każde z nich jest całkowicie oddane swojej pracy i zrobi wszystko, aby dotrzeć do prawdy. Niezależnie od ceny, którą przyjdzie im po drodze zapłacić. Na zawsze połączy ich osoba tego trzeciego – mężczyzny pozbawionego sumienia, więźnia własnych obsesji. Tylko jak mogą odnaleźć człowieka, który od lat oficjalnie nie istnieje? ",804,4012,0,"kryminał, sensacja, thriller",papier,Larysa Luboń i Bruno Wilczyński (tom 1),,Czwarta Strona,2024-09-11,2020-04-10,,,,polski,9788368217179,,,4683,403,,1642,,,debiut literacki&kryminał&literatura polska&mistyfikacja&niebezpieczeństwo&obsesja&polski kryminał&psychopata&seryjny zabójca&śledztwo&wyścig z czasem&zabójstwo,199,356,1052,1430,604,204,66,53,30,18,,,,,,
Lucinda Riley,https://lubimyczytac.pl/autor/63837/lucinda-riley," Wydanie specjalne uwielbianej bestsellerowej sagi obyczajowej Siedem Sióstr, w którym grzbiety książek złożą się w bajecznie kolorową grafikę, a krawędzie stron ozdobią fantazyjne barwne wzory!Nastrojowa, pełna magii opowieść o Siedmiu Siostrach D’Aplièse, których przyszłość zapisana jest w gwiazdach.Choć urodziły się na różnych kontynentach, wychowały się w bajecznej posiadłości Atlantis na półwyspie Jeziora Genewskiego. Adopcyjny ojciec, nazywany przez nie Pa Saltem, nadał im imiona mitycznych Plejad. Każda ułożyła sobie życie po swojemu i rzadko mają okazję spotkać się wszystkie razem. Do domu ściąga je niespodziewana śmierć ojca, który zostawił każdej list i wskazówki mogące im pomóc w odkryciu własnych korzeni.CeCe D’Aplièse nigdy nigdzie nie pasowała… Po śmierci ojca znalazła się na życiowym zakręcie. Od dziecka była nierozerwalnie złączona ze swoją siostrą, Star, która znalazła już swoje miejsce na świecie. CeCe postanawia więc opuścić Anglię, porzucić studia plastyczne i podążyć za wskazówkami pozostawionymi jej przez Pa Salta, by odkryć własną przeszłość. Za drogowskaz musi jej wystarczyć czarno-białe zdjęcie i nazwisko pionierki, która ponad sto lat wcześniej walczyła o przetrwanie w surowym klimacie Australii.Rok 1906. Kitty McBride, córka duchownego z Edynburga, otrzymuje szansę podróży do Australii jako towarzyszka zamożnej pani McCrombie. Na nowym kontynencie poznaje braci bliźniaków – porywczego Drummonda i ambitnego Andrew – spadkobierców fortuny, której ich rodzina dorobiła się na poławianiu i handlu perłami. I musi wybierać między głosem serca a rozsądkiem.Poznając historię Kitty i kulturę Aborygenów, CeCe zaczyna wierzyć, że ten dziki kontynent może zaoferować jej coś, o czym nigdy nie śmiała marzyć: poczucie przynależności i prawdziwy dom. ",361,4015,0,"literatura obyczajowa, romans",papier,Siedem sióstr (tom 4),The Pearl Sister,Albatros,2024-11-13,2018-08-02,2017-10-30,576,9  godz. 36 min.,polski,9788383614052,"Maria Pstrągowska, Marzenna Rączkowska",,5087,676,107,1721,,75,,433,525,1432,1149,359,79,25,9,1,3,,,,,,
