author,author_href,description,number_of_user_opinions,number_of_user_ratings,number_of_discussions,Kategoria,Format,Cykl,Tytuł oryginału,Wydawnictwo,Data wydania,Data 1. wyd. pol.,Data 1. wydania,Liczba stron,Czas czytania,Język,ISBN,Tłumacz,Ekranizacje,number_of_people_read,number_of_people_has,number_of_people_favorite,number_of_people_wants_to_read,number_of_people_wants_as_gift,number_of_people_currently_read,tags,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,Inne,author1,author_href1,Seria,author2,author_href2
James Dashner,https://lubimyczytac.pl/autor/43173/james-dashner," Próby Ognia to długo oczekiwany drugi tom bestsellerowej trylogii Więzień Labiryntu.Znalezienie wyjścia z Labiryntu miało być końcem. Żadnych więcej niespodzianek, żadnych puzzli. I żadnego uciekania. Thomas był przekonany, że jeśli Streferzy zdołają się wydostać, odzyskają swoje dawne życie.W Labiryncie życie było łatwe. Było jedzenie, schronienie i względne bezpieczeństwo. Dopóki Teresa nie zapoczątkowała końca. Ale w świecie poza Labiryntem koniec został zapoczątkowany już dawno temu.Spalona przez Pożogę i wysuszona z powodu nowego surowego klimatu, Ziemia stała się krainą zniszczenia, penetrowaną przez Poparzeńców, ludzi zarażonych Pożogą.Dlatego Streferzy wciąż nie mogą przestać uciekać. Zamiast upragnionej wolności, muszą stawić czoła jeszcze jednej próbie. Muszą przejść przez najbardziej spaloną część świata i dotrzeć do celu w ciągu dwóch tygodni.Ale DRESZCZ przygotował im na tej drodze wiele niespodzianek. Wiele krwawych niespodzianek...Thomas może tylko zastanawiać się, czy sekret do wolności tkwi w jego głowie, czy też na zawsze będą zdani na łaskę DRESZCZU... ",508,7156,0,"fantasy, science fiction",papier,Więzień Labiryntu (tom 2),The Scorch Trials,Papierowy Księżyc,2015-09-02,2012-11-14,2010-10-12,424,7  godz. 4 min.,polski,9788361386643,Agnieszka Hałas,,10260,2661,930,4012,182,228,Agnieszka Hałas&literatura amerykańska&labirynt,958,1061,1896,1804,996,273,95,50,13,10,,,,,,
Terry Pratchett,https://lubimyczytac.pl/autor/3221/terry-pratchett," Służba na Straży Nocnej bynajmniej nie należy do zajęć zapewniających splendor i powszechny szacunek, a cóż dopiero mówić o dowodzeniu tą formacją.Niestety, kapitan Vimes nie ma wyboru, szuka więc pociechy na dnie butelki, jego dwóm podwładnym nie pozostaje zaś nic innego jak starannie unikać miejsc, gdzie może zostać popełnione jakiekolwiek przestępstwo. Wszyscy zdążyli przywyknąć do tej sytuacji, lecz pewnego dnia wybucha potworne zamieszanie: oto do Ankh-Morpork przybywa gigantyczny krasnolud Marchewa i postanawia zostać najlepszym strażnikiem w historii miasta - akurat wtedy, gdy do miasta przybywa smok.Powieść tłumaczy, dlaczego z pewnych względów można to uznać za zdarzenie pozytywne, z innych za negatywne. Marchewa nie ma co do tego wątpliwości. ",329,7115,0,"fantasy, science fiction",papier,Świat Dysku (tom 8),Guards! Guards!,Prószyński i S-ka,1999-10-25,1999-10-25,1990-01-01,302,5  godz. 2 min.,polski,8371805993,Piotr W. Cholewa,,10250,2316,489,1922,83,119,fantasy&humor&parodia&Świat Dysku,652,1326,2171,2050,641,211,28,32,3,1,,,,Nowa Fantastyka [Seria książek],,
Szczepan Twardoch,https://lubimyczytac.pl/autor/3472/szczepan-twardoch," Konstanty Willemann, warszawiak, lecz syn niemieckiego arystokraty i spolszczonej Ślązaczki, niewiele robi sobie z patriotycznych haseł i tradycji uświęconej krwią bohaterskich żołnierzy. Jest cynikiem, łajdakiem i bon-vivantem. Niewiernym mężem i złym ojcem.Konstanty niechętnie bierze udział w kampanii wrześniowej, a po jej klęsce również wbrew sobie zostaje członkiem tajnej organizacji. Nie chce być Polakiem, nie chce być Niemcem. Pragnie jedynie zdobyć kolejną buteleczkę morfiny i żyć swoim dawnym życiem bywalca i kobieciarza.Przed historią jednak uciec się nie da.Szczepan Twardoch w Morfinie osiągnął rzecz rzadką w polskiej prozie - wykreował antybohatera, którego nie sposób nie lubić. Młody pisarz tak jak najwięksi – Witkacy, Gombrowicz, Littell – potrafi ukazać słabego, rozdartego człowieka wplątanego w wielką historię.Szalona, transowa i odważna powieść. ",882,7175,0,literatura piękna,papier,,,Wydawnictwo Literackie,2012-11-01,2012-11-01,2014-03-07,584,9  godz. 44 min.,polski,9788308050118,,,8760,1868,322,5988,88,423,powieść polska,430,1018,1963,1910,1056,381,189,131,57,40,#0 Top 100 4 nagrody,,,,,
Thomas Harris,https://lubimyczytac.pl/autor/19939/thomas-harris," Seryjny morderca w czasie pełni zabija całe rodziny w ich własnych domach. Napastnik, któremu policja nadała pseudonim „Zębowa Wróżka”, okalecza swoje ofiary w charakterystyczny sposób. Zabójca opętany jest wizją przemiany w tytułowego czerwonego smoka – przerażającej postaci z akwareli Williama Blake'a Wielki czerwony smok i niewiasta obleczona w słońce. Zabijając szczęśliwe rodziny, utożsamia się z demonem, a także dąży do swojej pełnej metamorfozy. Prowadzący dochodzenie Jack Crawford zwraca się o pomoc do Willa Grahama – nadzwyczaj skutecznego specjalisty od tropienia seryjnych morderców. Największym osiągnięciem Grahama było zdemaskowanie przed kilkoma laty wyjątkowo niebezpiecznego zabójcy – doktora Haniballa Lectera. Zamknięty w szpitalu psychiatrycznym Lecter, wydaje się być jedyną osobą, która może pomóc w złapaniu „Zębowej Wróżki”. Agent Graham nie wie jednak, że przebiegły Lecter prowadzi podwójną grę, a cena za jego wskazówki jest naprawdę wysoka… ",407,7073,0,"kryminał, sensacja, thriller",papier,Hannibal Lecter (tom 1),Red Dragon,Sonia Draga,2018-11-21,1990-01-01,1991-01-01,384,6  godz. 24 min.,polski,9788381105200,Marek Jurczyński,Czerwony smok (2002),9241,1785,434,4690,104,143,Marek Jurczyński,522,1037,2151,2276,765,227,53,31,8,3,,,,,,
Remigiusz Mróz,https://lubimyczytac.pl/autor/82094/remigiusz-mroz," Zbocza gór znów spłynęły krwią. W środku sezonu turystycznego na Rysach odnalezione zostają zwłoki starszego mężczyzny, a sposób działania sprawcy prowadzi wyłącznie do jednego wniosku: wrócił ten, którego wszyscy się obawiali.Oprócz monety w ustach, na nagim torsie ofiary znajduje się wycięty w skórze, krwawy napis: „Revertar ad Ierusalem in misericordiis”. Sytuacje komplikuje fakt, że ofiarę umieszczono na samym środku słupka granicznego, przez co śledztwo zamierzają prowadzić zarówno Polacy, jak i Słowacy.W mieście i na szlakach wybucha panika, tymczasem Wiktor Forst budzi się w zakopiańskim szpitalu. Nie pamięta, co działo się z nim, od kiedy opuścił Polskę, by sprawdzić, co znajduje się w pewnej skrytce pocztowej… ",606,7270,0,"kryminał, sensacja, thriller",papier,Komisarz Forst (tom 5),,Filia,2018-05-09,2018-05-09,,496,8  godz. 16 min.,polski,9788380754584,,,10055,1301,136,1916,,,,649,809,2200,2286,863,274,100,55,13,21,,,,,,
Holly Black,https://lubimyczytac.pl/autor/6084/holly-black," Ziemia kryje szczątki tych, którzy musieli odejść, ale to dopiero początek... Najpierw bestialski mord, potem krwawa rzeź królewskiej rodziny i nieoczekiwana koronacja – ale tak, to był dopiero początek. Niemało trzeba sił, by zadawać cios za ciosem i nie poddawać się znużeniu. O tak, to pierwsza i najważniejsza lekcja: musisz być silna.Gdy wyszło na jaw, że w żyłach Dęba płynie królewska krew, na Jude spadło brzemię odpowiedzialności za to, żeby jej braciszek po prostu dożył dnia, w którym będzie mógł założyć na swe skronie koronę.Tymczasem na tronie elfów zasiada zły król, Cardan, a Jude przyjmuje niewdzięczną rolę szarej eminencji. Nie dość, że w świecie opętanych żądzą władzy magicznych istot wciąż zmieniają się sojusze i układy, to niełatwo jest zapanować nad kapryśnym władcą. Cardan nie przepuści żadnej okazji, by sponiewierać i upokorzyć Jude, choć wcale nie słabnie jego fascynacja dziewczyną.Gdy staje się aż nazbyt jasne, że za sprawą knowań kogoś z bliskiego otoczenia śmiertelne niebezpieczeństwo zagraża wszystkim, których Jude darzy miłością, nadchodzi pora, by zdemaskować zdradę. A do tego trzeba jakoś radzić sobie z mieszanymi i bardzo żywymi uczuciami, które w niej budzi Cardan – ongiś zepsute książątko, teraz król. Król, nad którym należy panować, bo stawką jest utrzymanie się kruchej, lecz zdeterminowanej ludzkiej istoty przy władzy (i przy życiu) w czarodziejskim świecie. ",736,7219,0,"fantasy, science fiction",papier,Okrutny książę (tom 2),The Wicked King,Jaguar,2019-02-27,2019-02-27,2019-01-08,392,6  godz. 32 min.,polski,9788376867649,Stanisław Kroszczyński,,8772,1823,567,2316,,190,dziewczyna&fantasy&fantasy dla młodzieży&literatura amerykańska&nadprzyrodzona moc&niebezpieczeństwo&porwanie&powieść fantasy&przeznaczenie&rodzeństwo&tajemnica&walka o władzę,1089,1434,2320,1527,563,163,76,32,9,5,#0 Top 100 1 nagroda,,,,,
Sarah J. Maas,https://lubimyczytac.pl/autor/74122/sarah-j-maas," Czwarty tom wprowadza serię szklany tron na zupełnie nowy poziom. Celaena powraca, by podpalić świat. Nikt nie uniknie jej gniewu.Powieść nagrodzona goodreads choice award w kategorii best young adult fantasy 2015Zaginiona przed laty księżniczka Terrasenu wraca do Adarlanu zemścić się na tych, którzy skrzywdzili jej bliskich. Aelin Ogniste Serce musi ponownie założyć maskę zabójczyni, by chronić przyjaciół i stanąć twarzą w twarz z cieniami przeszłości.Aelin w Adarlanie jest pozbawiona magii ognia, jednak nie przeszkadza jej to, by siać spustoszenie. Może również liczyć na swoich towarzyszy – kuzyna Aediona, Chaola, a przede wszystkim na Rowana, wojownika Fae, jej bratnią duszę, do którego zaczyna żywić coraz bardziej płomienne uczucia… ",528,7194,0,romantasy,papier,Szklany Tron (tom 4),Queen of Shadows,Uroboros,2025-01-15,2016-06-02,2016-01-01,848,14  godz. 8 min.,polski,9788383198170,Marcin Mortka,,9593,2549,1064,4174,130,214,Szklany tron&zabójczyni&magia,1871,1800,1957,1065,338,97,34,14,8,10,,,,,,
Jo Nesbø,https://lubimyczytac.pl/autor/19183/jo-nesbo," Sonny Lofthus odsiaduje wyrok w najlepiej strzeżonym więzieniu Oslo. Jest znany z cierpliwego wysłuchiwania zwierzeń współwięźniów. Chodzą pogłoski, że przyznaje się do zbrodni popełnionych przez innych. W kłopoty z prawem popadł po śmierci ojca policjanta. Pewnego dnia jeden z więźniów opowiada Sonny’emu historię, która tragiczne odejście jego ojca przedstawia w zupełnie nowym świetle. Lofthus zaczyna dążyć do odkrycia prawdy. ",743,7175,0,"kryminał, sensacja, thriller",papier,,Sønnen,Wydawnictwo Dolnośląskie,2018-10-17,2014-06-18,2014-03-18,432,7  godz. 12 min.,polski,9788327151544,Iwona Zimnicka,,9343,2157,275,4308,54,196,Iwona Zimnicka&literatura norweska&więzienie&samobójstwo,430,919,2404,2267,829,200,71,38,11,6,,,,Kolekcja 70 lat Empik,,
Chris Carter,https://lubimyczytac.pl/autor/35291/chris-carter," W głębi parku narodowego Los Angeles National Forest, w opuszczonej chacie, policjanci odkrywają zwłoki młodej kobiety. Przed śmiercią ofiarę okrutnie torturowano, a na koniec przywiązano ją za nadgarstki do dwóch równolegle ustawionych drewnianych pali. Kolana kobiety dotykały ziemi, jak podczas modlitwy, a na jej karku morderca zostawił podpis: tajemniczy symbol podwójnego krzyża. Ten sam, którego kilka lat wcześniej używał seryjny morderca ochrzczony przez media Krucyfiksem. Problem w tym, że przed dwoma laty go złapano i stracono... Czy to możliwe, by naśladowca dotarł do szczegółów starej zbrodni, znanych tylko wąskiej grupie pracujących przy dochodzeniu policjantów? A może skazano wówczas niewłaściwego człowieka? Pracujący przy tamtym śledztwie detektyw Robert Hunter nigdy nie był przekonany, że udało się złapać prawdziwego mordercę. Kiedy więc pewnego dnia odbiera telefon i słyszy ten sam, znajomy i zniekształcony specjalnymi urządzeniami, głos, czuje, że koszmar sprzed dwóch lat odżywa na nowo, ze zdwojoną siłą. A morderca znów próbuje go wciągnąć w swoją chorą grę. ",974,7168,0,"kryminał, sensacja, thriller",papier,Robert Hunter (tom 1),The Crucifix Killer,Sonia Draga,2022-05-23,2010-01-01,2009-01-01,424,7  godz. 4 min.,polski,9788366661837,Katarzyna Procner-Chlebowska,,8878,1067,287,4410,,89,kryminał&obsesja&policja&powieść kryminalna&psychopata&psychoza&seryjny zabójca&strach&śledztwo&zabójstwo&zagadka kryminalna,822,1145,2422,1861,609,199,57,35,12,6,,,,Thriller,,
Harlan Coben,https://lubimyczytac.pl/autor/18011/harlan-coben," JEDEN TELEFON, JEDNA OBIETNICA, A ŻYCIE STAJE SIĘ KOSZMAREM. MYRON BOLITAR TYM RAZEM CHCIAŁ TRZYMAĆ SIĘ Z DALEKA OD KŁOPOTÓW.ALE KŁOPOTY ZDAJĄ SIĘ O TYM NIE WIEDZIEĆ… Wszystko zaczyna się od jednego telefonu. Wystraszona nastolatka, Aimee, potrzebuje pomocy, a Myron Bolitar nie może jej odmówić. Zabiera ją z ciemnej ulicy i – chociaż wcale nie chce tego robić – zawozi pod nieznany adres. Gorzko tego pożałuje.Dziewczyna znika, a Myron jest ostatnią osobą, która ją widziała. Przez jedną obietnicę, złożoną w dobrej wierze, jego życie – i życie rodziców Aimee – zamienia się w koszmar. Mimo że od sześciu lat nie zajmował się żadną sprawą kryminalną, Bolitar postanawia wrócić do praktyki detektywistycznej i odnaleźć dziewczynę, zanim ta przepadnie na dobre.SKOMPLIKOWANE ŚLEDZTWA, KULISY ŚWIATA SPORTU I PEŁNE NAMIĘTNOŚCI RELACJE MIĘDZY BARWNYMI POSTACIAMI – TO ZNAKI ROZPOZNAWCZE HARLANA COBENA, AMERYKAŃSKIEGO MISTRZA THRILLERA. SERIA O MYRONIE BOLITARZE TO ELEKTRYZUJĄCA UCZTA DLA MIŁOŚNIKÓW ZAGADEK KRYMINALNYCH – PEŁNA INTRYG I ZASKAKUJĄCYCH ZWROTÓW AKCJI, BŁYSKOTLIWYCH DIALOGÓW ORAZ DUŻEJ DAWKI HUMORU!SERIAL Z MYRONEM BOLITAREM JUŻ WKRÓTCE NA PLATFORMIE NETFLIX! ",373,7097,0,"kryminał, sensacja, thriller",papier,Myron Bolitar (tom 8),Promise me,Albatros,2024-09-04,2007-01-01,2006-01-01,416,6  godz. 56 min.,polski,9788383613451,Zbigniew A. Królicki,,10672,1777,255,3161,,94,,456,702,1689,2703,1097,350,53,34,6,7,,,,W labiryncie kłamstw,,
Mia Sheridan,https://lubimyczytac.pl/autor/92977/mia-sheridan," Chciałam ukryć się w małym, spokojnym miasteczku. Zapomnieć o wszystkim. O nocy, kiedy moje życie roztrzaskało się w drobny mak. I gdy już zaczęłam układać sobie wszystko na nowo, spotkałam Archera Hale’a. Trzęsienie ziemi nawiedziło moje życie… a ja już nie chciałam odbudowywać go w pojedynkę.Archer od wielu lat z nikim nie rozmawiał – zapomniany przez ludzi z miasteczka, odtrącony i zamknięty w sobie. W jego historii było jednak coś więcej niż to, co opowiadał mi swoimi dłońmi. Całe miasto tonęło w tajemnicach i zdradach, a Archer okazał się osią tych sekretów.Rozdarci między namiętnością i cierpieniem, szukaliśmy sposobu, aby sobie zaufać. Słowa nie są jedynymi znakami miłości. To w ciszy Archera znaleźliśmy wszystko, co potrzebne, by się uleczyć… i żyć.TA HISTORIA ZŁAMIE CI SERCE I NAUCZY CIĘ NA NOWO ZNAKÓW MIŁOŚCITRIGGER WARNING dla książkar!Po przeczytaniu tej powieści Archer zostanie twoim jedynym książkowym mężem.Nowe wydanie z niepublikowanym dotąd epilogiem. ",1150,7143,0,"literatura obyczajowa, romans",papier,A Sign of Love (tom 3),Archer's Voice,Znak JednymSłowem,2024-08-04,2016-03-21,2014-01-25,384,6  godz. 24 min.,polski,9788324098088,Martyna Tomczak,,9141,1356,805,5224,92,105,,1593,1260,1659,1315,704,304,139,103,44,22,#0 Top 100 1 nagroda,,,,,
Trudi Canavan,https://lubimyczytac.pl/autor/3275/trudi-canavan," ""Uczennica Maga"" opisuje wydarzenia rozgrywające się setki lat przed czasami ""Gildii Magów"". Jest to idealne wprowadzenie do świata bestsellerowej ""Trylogii Czarnego Maga"" autorstwa Trudi Canavan.W odległej wiosce Mandryn dziewczyna imieniem Tessia pomaga swojemu ojcu w obowiązkach Uzdrowiciela - co bardzo niepokoi jej matkę, która wolałaby, żeby córka raczej poszukała męża. Chociaż Gildia Uzdrowicieli niechętnie przyjmuje w swe szeregi kobiety, Tessia marzy o pójściu w ślady ojca. Tymczasem w jej życiu następuje nieoczekiwany zwrot. Lecząc chorego przebywającego w rezydencji miejscowego maga, Mistrza Dakona, Tessia zmuszona jest odeprzeć zaloty sachakańskiego maga przebywającego tam w gościnie - i bezwiednie posługuje się magią. Teraz - jako uczennicę Mistrza Dakona - czeka ją zupełnie inna przyszłość. ",386,7038,0,"fantasy, science fiction",papier,Trylogia Czarnego Maga (tom 0.5),The Magician's Apprentice,Galeria Książki,2009-02-24,2009-02-24,2009-01-01,816,13  godz. 36 min.,polski,9788392579649,Agnieszka Fulińska,,10366,2451,569,4192,137,157,trylogia czarnego maga&prequel&uczennica maga,677,825,1587,2054,1062,556,125,112,18,22,,,,,,
Jane Austen,https://lubimyczytac.pl/autor/11485/jane-austen," Emma Woodhouse to dwudziestoletnia, bogata dama, mieszkająca z ojcem w pobliżu prowincjonalnego miasteczka Highbury. Pomimo przekonania, iż sama nigdy nie wyjdzie za mąż, dostrzega w sobie talent do swatania par. Po ślubie własnej guwernantki i miejscowego wdowca, pana Westona, doprowadzenie do którego traktuje jako swój osobisty sukces, postanawia znaleźć godnego męża dla swojej nowej przyjaciółki, Harriet Smith. Chociaż rodzice Harriet nie są znani, Emma jest przekonana, że dziewczyna zasługuje na związek z dżentelmenem i sprawia, że ta nie idzie za głosem własnego serca, lecz ulega patronce. Niestety wyobrażenia młodej damy niezupełnie zgadzają się z pragnieniami osób w jej otoczeniu. Sprawy komplikują się, a Emma musi zajrzeć we własne serce. Powieść jest komedią obyczajową, która bada relacje społeczne i romantyczne epoki, uważana jest za jedno z najważniejszych dzieł literatury angielskiej. Krytyka literacka chwali Emmę za elegancki styl, szczegółową charakterystykę postaci oraz subtelny humor. Powieść była wielokrotnie adaptowana na potrzeby kina, telewizji i teatru. ",493,6986,0,klasyka,papier,,Emma,Wydawnictwo MG,2023-08-09,1991-01-01,1994-01-01,544,9  godz. 4 min.,polski,9788377799222,Edyta Głód,Emma (1996),9713,2525,477,6217,141,222,miłość&ideał&uczucie&romans,395,651,1363,2263,1401,626,141,114,18,14,#0 Top 100 1 nagroda,,,,,
Robert Galbraith,https://lubimyczytac.pl/autor/89313/robert-galbraith," Pisarz Owen Quine zaginął. Jego żona zleca sprawę prywatnemu detektywowi Cormoranowi Strike’owi. Kobieta sądzi, że mąż potrzebował kilku dni dla siebie, jak to zdarzało się już wcześniej. Strike ma go odnaleźć i sprowadzić do domu. W trakcie śledztwa okazuje się, że powód zniknięcia Quine’a może być znacznie poważniejszy niż podejrzewa żona. Pisarz właśnie ukończył rękopis będący jadowitym portretem niemal wszystkich jego znajomych. Gdyby książka została opublikowana, zrujnowałaby niejedno życie, więc wielu osobom mogło zależeć na uciszeniu autora. A kiedy ten zostaje odnaleziony – brutalnie zamordowany w dziwacznych okolicznościach – rozpoczyna się wyścig z czasem, by zrozumieć motyw bezwzględnego zabójcy, zabójcy, jakiego Strike do tej pory nie spotkał… ",747,7156,0,"kryminał, sensacja, thriller",papier,Cormoran Strike (tom 2),The Silkworm,Wydawnictwo Dolnośląskie,2019-10-02,2014-09-15,2014-06-19,480,8  godz. 0 min.,polski,9788327159267,Anna Gralak,,9438,2024,216,3402,73,159,angielski kryminał&Cormoran Strike&detektyw&kryminał&literatura angielska&śledztwo&zabójstwo&zagadka kryminalna,280,486,1725,2686,1381,383,124,63,16,12,,,,,,
Alice Sebold,https://lubimyczytac.pl/autor/18101/alice-sebold," Debiut powieściowy młodej amerykańskiej pisarki. Błyskotliwa, wzbudzająca ogromne emocje powieść o życiu i śmierci, radości i smutku, przebaczeniu i zemście, a także o miłości, gojeniu duszy i zapominaniu. Książka, która wstrząsnęła milionami ludzi na całym świecie. Narratorką opowieści jest czternastoletnia Susie Salmon, która przemawia do czytelnika z nieba. Zgwałcona i zamordowana przez miłego sąsiada, a zarazem seryjnego gwałciciela, obserwuje życie na Ziemi, które toczy się już bez jej udziału: przyjaciół i rodzinę nietracących nadziei, że zostanie kiedyś odnaleziona, młodszego braciszka starającego się zrozumieć znaczenie słowa „odeszła”, zabójcę zacierającego ślady zbrodni i policję prowadzącą poszukiwania. Zwiedza niezwykłe miejsce zwane niebem bezmiernym, w którym się znajduje, gdzie każde jej życzenie zostaje natychmiast spełnione, z wyjątkiem jednego – możliwości powrotu do ludzi, których kocha. ",581,6920,0,literatura piękna,papier,,The Lovely Bones,Albatros,2009-08-07,2003-01-01,2012-02-02,368,6  godz. 8 min.,polski,9788373599178,Hanna Szajowska,Nostalgia anioła (2010),9493,1376,503,5617,99,142,anioł&śmierć&gwałt&sprawiedliwość&nostalgia,470,773,1144,2167,1220,714,157,189,39,47,,,,,,
Terry Hayes,https://lubimyczytac.pl/autor/100856/terry-hayes," „Pielgrzym” to kryptonim człowieka, który oficjalnie nie istnieje. Dawniej dowodził tajnym wydziałem wewnętrznym amerykańskiego wywiadu. Swe zawodowe doświadczenie zawarł w książce. Nie przewidział jednak, że posłuży ona jako podręcznik mordercy…Młoda kobieta zamordowana w podrzędnym hotelu na Manhattanie. Mężczyzna publicznie ścięty w Arabii Saudyjskiej. Oczy skradzione żywemu człowiekowi pracującemu w tajnym syryjskim laboratorium badawczym. Dymiące ludzkie szczątki na zboczu góry w Hindukuszu. Spisek, którego sednem jest przerażająca zbrodnia przeciwko ludzkości. Jedna nić, która łączy wszystkie te sprawy. Jeden człowiek, który podejmie wyzwanie. Pielgrzym.Dzień Szakala, Homeland, agent Bourne –Pielgrzym ma cechy najlepszych thrillerów wszech czasów, sprawia, że mimowolnie wstrzymujesz oddech podczas lektury. ",987,7113,0,"kryminał, sensacja, thriller",papier,,I Am Pilgrim,Rebis,2024-05-07,2014-06-03,,760,12  godz. 40 min.,polski,9788383382227,Maciej Szymański,,8286,1592,421,7710,79,325,intryga&thriller&szpiedzy&sensacja&literatura brytyjska,1351,1859,2140,1081,412,132,68,40,17,13,,,,,,
Katarzyna Puzyńska,https://lubimyczytac.pl/autor/95374/katarzyna-puzynska," W Lipowie lato w pełni. Na polach rozpoczynają się żniwa, a w sadach dojrzewają jabłka. Młodszy aspirant Daniel Podgórski czuje, że znalazł się w najlepszym momencie swojego życia. Tymczasem w okolicach sennego zazwyczaj Lipowa zostają zabite dwie młode kobiety. Sprawca okaleczył brutalnie ich ciała. Policja kryminalna z Brodnicy podejrzewa, że oba zabójstwa mogą być dziełem seryjnego mordercy. Podgórski dołącza do ekipy śledczej prowadzonej przez kontrowersyjną komisarz Klementynę Kopp. Policja stara się znaleźć punkty wspólne pomiędzy obiema ofiarami i stworzyć profil zabójcy. Brak postępów w śledztwie zbiega się z kłopotami w życiu prywatnym policjanta. Czy Podgórski odkryje, jaki jest prawdziwy cel mordercy? Czy uda się w porę zapobiec śmierci kolejnej kobiety? ",836,7104,0,"kryminał, sensacja, thriller",papier,Lipowo (tom 2),,Prószyński i S-ka,2014-09-04,2014-09-04,,560,9  godz. 20 min.,polski,9788379610273,,,9418,1210,151,1731,,122,literatura polska&literatura XXI wieku&literatura kryminalna&Lipowo&zabójstwo&Daniel Podgórski&kryminał&powieści&polskie powieści,463,594,1810,2582,1127,321,98,68,27,14,,,,,,
Jane Austen,https://lubimyczytac.pl/autor/11485/jane-austen," Trzykrotnie zekranizowana powieść obyczajowa znakomitej angielskiej pisarki Jane Austen, po raz pierwszy wydana już po jej śmierci. Błyskotliwe połączenie portretu szlachty angielskiej początku XIX wieku oraz intrygującego romansu.Pomimo urody, dobroci i niezwykłej delikatności Anna Elliot wciąż jest samotna, żyje „przy rodzinie”. Jako młoda dziewczyna, pod wpływem perswazji i dobrych rad, zerwała zaręczyny z kapitanem marynarki Fryderykiem Wentworthem. Ten, zraniony i pełen żalu, wyruszył na morze. Przez wiele lat nie mieli ze sobą żadnego kontaktu… Ale czy można całkowicie wyrzucić z pamięci wielką miłość? I czy czas zmienia ludzi tak, że nic już do siebie nie czują? ",538,6933,0,klasyka,papier,,Persuasion,Świat Książki,2021-05-05,1962-01-01,1971-01-01,256,4  godz. 16 min.,polski,9788381398992,Anna Przedpełska-Trzeciakowska,Perswazje (1995),9365,2501,615,5543,126,122,,554,813,1488,2258,1128,483,101,85,14,9,,,,Ekskluzywna kolekcja klasyki [Świat Książki],,
Stephen King,https://lubimyczytac.pl/autor/13997/stephen-king," Ralph Roberts cierpi na bezsenność. Im krócej sypia, tym dziwniej postrzega świat i ludzi – wydaje mu się, że zaczyna widzieć ich „aury”, a także tajemnicze istoty towarzyszące zgonom jego znajomych i przyjaciół. Derry (miasteczko, w którym mieszka) jest podzielone w związku z powstaniem szpitala, „centrum opieki”, w którym dokonuje się m.in. zabiegów aborcji. Niepokoje inspirują zrzeszeni w „ProLife” obrońcy życia nienarodzonych dzieci. Na czele ruchu stoi człowiek obłąkany, sadysta skazany za znęcanie się nad własną rodziną. Planuje on zamach na centrum i zgładzenie przebywających tam ludzi. Jest wśród nich chłopiec, w którego rękach spoczywa los wszechświata. Tylko Ralph, dzięki swoim niezwykłym zdolnościom, postrzegania może go ocalić... ",506,6877,0,horror,papier,,Insomnia,Albatros,2023-07-05,1996-04-01,2006-11-02,656,10  godz. 56 min.,polski,9788367757102,Krzysztof Sokołowski,,9850,2947,203,5205,90,329,,276,439,931,1771,1605,1021,329,354,75,76,,,,,,
Sarah J. Maas,https://lubimyczytac.pl/autor/74122/sarah-j-maas," Sarah J. Maas #1 światowy fenomen na rynku wydawniczym!Specjalny dodatek do serii Szklany tron - poznaj piękną, bezwzględną i naznaczoną wielkością zabójczynię i zobacz, jak rodzi się legenda.Celaena Sardothien to najgroźniejsza zabójczyni Adarlanu. Jako członkini Gildii Zabójców przysięgła wierność swemu panu, Arobynnowi Hamelowi, ale Celaena nie słucha nikogo i ufa jedynie swojemu przyjacielowi i także płatnemu zabójcy, Samowi. W tych trzymających w napięciu opowieściach, będących wstępem do bestsellerowej serii Szklany tron, Celaena wyrusza na pięć niebezpiecznych misji. Na odległych wyspach i wrogich pustyniach zabójczyni staje po stronie uciśnionych, których mści z całą bezwzględnością. Działa jednak wbrew rozkazom Arobynna i może ponieść niewyobrażalną karę za taką zdradę. ",525,6988,0,"fantasy, science fiction",e-book,Szklany Tron (tom 0.1-0.5),The Assassins' Blade,Uroboros,2024-09-11,2011-01-01,2012-02-16,512,8  godz. 32 min.,polski,9788383198132,Marcin Mortka,,10267,3165,897,7713,255,210,szklan tron&Sarah J. Maas,984,960,1986,1811,857,249,82,29,16,14,,,,,,
