,author,author_href,description,number_of_user_opinions,number_of_user_ratings,number_of_discussions,Kategoria,Format,Cykl,Tytuł oryginału,Wydawnictwo,Data wydania,Data 1. wyd. pol.,Data 1. wydania,Liczba stron,Czas czytania,Język,ISBN,Tłumacz,Ekranizacje,number_of_people_read,number_of_people_has,number_of_people_favorite,number_of_people_wants_to_read,number_of_people_wants_as_gift,number_of_people_currently_read,tags,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,url,Inne,author1,author_href1,Seria,author2,author_href2,author3,author_href3,author4,author_href4,author5,author_href5,author6,author_href6,author7,author_href7,author8,author_href8,author9,author_href9,author10,author_href10,author11,author_href11,author12,author_href12,author13,author_href13,author14,author_href14,author15,author_href15,author16,author_href16,author17,author_href17,author18,author_href18,bestseller,description_length,is_top_author
75,Aleksander Fredro,https://lubimyczytac.pl/autor/6241/aleksander-fredro," W starym zamczysku podzielonym na dwie części murem mieszkają skłóceni ze sobą Cześnik Raptusiewicz i Rejent Milczek. Sąsiedzi nienawidzą się szczerze i niemal cały czas spędzają na obmyślaniu planów zemsty. Perypetie bohaterów, ich charaktery, temperamenty, zachowanie, a także knute przez nich intrygi budzą śmiech. Jednak pod komediową otoczką kryją się gorzkie prawdy o nas i naszych wadach, takich jak: konflikty, skłonność do kłótni, zawiść, brak zgody, niechęć do uznawania racji drugiej strony… Niestety, konfliktów, które niczym Fredrowski mur dzielą społeczeństwo, wciąż nie brakuje, dlatego treść komedii wydaje się wciąż aktualna. ",919,21733,0,25,2,4572,,Wydawnictwo SBM,2023-01-10,1928-01-01,,144.0,2  godz. 24 min.,polski,9788382227260,,,37371,4050,464.0,707,,,klasyka&literatura piękna&komedia,590,1188,1997,5341,5105,4035,1452,1392,278,355,https://lubimyczytac.pl/ksiazka/5054852/zemsta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,644,0
76,Jojo Moyes,https://lubimyczytac.pl/autor/31130/jojo-moyes," NOWE EKSKLUZYWNE WYDANIE WIELKIEGO BESTSELLERA!UWIELBIANA SERIA O LOU CLARK W NOWEJ ODSŁONIE!„Każdy z nas ma tylko jedno życie. Mamy obowiązek wycisnąć z niego najwięcej, jak się da”.Lou ma opinię ekscentryczki. Jej kolekcja wielokolorowych butów wzbudza sensację, a niezliczone gafy wywołują pobłażliwy uśmiech u bliskich. Wszystkich zaskakuje więc, że Lou dostaje posadę opiekunki Willa, bogatego bankiera, który cudem przeżył dramatyczny wypadek.Szybko okazuje się, że praca Lou to nie tylko parzenie herbaty i podawanie lekarstw. Jej zadanie jest dużo ważniejsze. Sytuację komplikuje fakt, że między nią a Willem rodzi się wielkie uczucie, które na zawsze odmieni życie obojga.Czytelniczki na całym świecie uznały Zanim się pojawiłeś za jedną z najzabawniejszych i zarazem najbardziej poruszających powieści wszech czasów. Ogromnym sukcesem był także oparty na książce film z Emilią Clarke i Samem Claflinem w rolach głównych.Historia, która stała się światowym fenomenem. Pierwsza książka bestsellerowego cyklu Jojo Moyes o Lou Clark.„– To było najlepsze pół roku w moim życiu – powiedziałam mu.Na dłuższą chwilę zapadła cisza.– To dość zabawne, Clark, ale w moim też”. ",2934,22354,0,24,2,2332,Me Before You,Znak JednymSłowem,2024-06-24,2013-09-11,2012-01-05,,,polski,9788324099962,Anna Gralak,Zanim się pojawiłeś (2016),28874,6434,2482.0,10578,187.0,405.0,,4868,4525,6029,4198,1775,563,212,113,40,31,https://lubimyczytac.pl/ksiazka/5118366/zanim-sie-pojawiles,,,,Między słowami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1176,0
77,Andrzej Sapkowski,https://lubimyczytac.pl/autor/3291/andrzej-sapkowski," Oto nowy Sapkowski i nowy wiedźmin. Mistrz polskiej fantastyki znowu zaskakuje. „Sezon burz” nie opowiada bowiem o młodzieńczych latach białowłosego zabójcy potworów ani o jego losach po śmierci/nieśmierci kończącej ostatni tom sagi. „Nigdy nie mów nigdy!” W powieści pojawiają się osoby doskonale czytelnikom znane, jak wierny druh Geralta – bard i poeta Jaskier – oraz jego ukochana, zwodnicza czarodziejka Yennefer, ale na scenę wkraczają też dosłownie i w przenośni postaci z zupełnie innych bajek. Ludzie, nieludzie i magiczną sztuką wyhodowane bestie. Opowieść zaczyna się wedle reguł gatunku: od trzęsienia ziemi, a potem napięcie rośnie. Wiedźmin stacza morderczą walkę z drapieżnikiem, który żyje tylko po to, żeby zabijać, wdaje się w bójkę z rosłymi, niezbyt sympatycznymi strażniczkami miejskimi, staje przed sądem, traci swe słynne miecze i przeżywa burzliwy romans z rudowłosą pięknością, zwaną Koral. A w tle toczą się królewskie i czarodziejskie intrygi. Pobrzmiewają pioruny i szaleją burze. I tak przez 404 strony porywającej lektury. WIEDŹMIN. SEZON BURZ to w wiedźmińskiej historii rzecz osobna, nie prapoczątek i nie kontynuacja. Jak pisze Autor: Opowieść trwa. Historia nie kończy się nigdy… ",1803,22188,0,7,2,4715,,superNOWA,2013-11-06,2013-01-01,,404.0,6  godz. 44 min.,polski,9788375780598,,,30017,7805,1233.0,8476,280.0,620.0,,1993,2660,5766,6448,3512,1171,339,215,62,22,https://lubimyczytac.pl/ksiazka/199630/sezon-burz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1215,1
78,Henryk Sienkiewicz,https://lubimyczytac.pl/autor/2062/henryk-sienkiewicz," ZBYSZKO I MAĆKO Z BOGDAŃCA PRZECIWKO ZŁYM I PODSTĘPNYM KRZYŻAKOM. W TLE NIESZCZĘŚLIWA MIŁOŚĆ. A TAKŻE WIELKA HISTORIA, KTÓRA PROWADZI BOHATERÓW NA POLE KRWAWEJ BITWY POD GRUNWALDEM, GDZIE POD MIECZAMI POLAKÓW I LITWINÓW UPADNIE POTĘGA I PYCHA ZAKONU.Jedna z najsłynniejszych powieści historycznych Henryka Sienkiewicza. Akcja utworu toczy się od roku 1399 (rok śmierci królowej Jadwigi) do roku 1410 (bitwa pod Grunwaldem). Gdy ją opublikowano, powieść była protestem przeciwko germanizacji prowadzonej przez władze zaboru pruskiego. Sienkiewicz chciał, aby jego książka ukazywała Polskę w okresie świetności jej oręża. Tłem historycznym Krzyżaków jest konflikt jagiellońskiej Polski z zakonem krzyżackim. W 1960 roku, w 550. rocznicę bitwy pod Grunwaldem, powstał film w reżyserii Aleksandra Forda. Książka została przetłumaczona na 25 języków ",1093,21450,0,18,2,4572,Krzyżacy,Bellona,2017-01-01,1954-01-01,,896.0,14  godz. 56 min.,polski,9788311151710,,,34610,6234,489.0,1579,,199.0,,840,1291,2204,4982,4279,3200,1406,1783,520,945,https://lubimyczytac.pl/ksiazka/4920604/krzyzacy,,,,Perły Literatury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,846,0
79,George R.R. Martin,https://lubimyczytac.pl/autor/19287/george-r-r-martin," Wojna Pięciu Królów powoli zmierza do rozstrzygnięcia… Król północy przybywa z orszakiem do twierdzy Freyów, szukając ich poparcia. Tyrion Lannister zostaje uwięziony i oskarżony o zdradę. a na Murze Jon Snow bierze udział w obronie Czarnego Zamku…Dwóch pretendentów do władzy nie żyje, a trzeciego wyjęto spod prawa, ale zaciekłe walki nie ustają. Joffrey z rodu Lannisterów niepewnie zasiada na Żelaznym Tronie, a jego najbardziej nieprzejednany rywal, lord Stannis, pokonany i zhańbiony, ulega wpływom zazdrosnej czarodziejki. Tymczasem wygnana królowa Daenerys, pani ostatnich trzech smoków na świecie, wędruje przez krwawiący kontynent, zbiera siły i gromadzi sojuszników, pragnąc odzyskać koronę, którą uważa za swoją.Gdy wrogie armie przygotowują się do decydującego starcia, zza granic cywilizacji przybywa armia dzikich - barbarzyńców pragnących podbić Siedem Królestw. Za nimi maszeruje horda mitycznych Innych, prowadzących armię żywych trupów... ",699,21851,0,7,2,3240,A Storm of Swords. Blood and Gold,Zysk i S-ka,2024-10-08,2002-01-01,2001-08-01,640.0,10  godz. 40 min.,polski,9788383353692,,,30439,7045,2427.0,7623,444.0,309.0,,5006,6277,6360,3197,794,160,32,18,2,5,https://lubimyczytac.pl/ksiazka/5134058/nawalnica-mieczy-krew-i-zloto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,959,0
81,Witold Gombrowicz,https://lubimyczytac.pl/autor/5951/witold-gombrowicz," Wyjątkowe, jubileuszowe wydanie z okazji 75-lecia jednej z najważniejszych powieści polskiej XX wieku. ",1057,21419,0,18,2,4572,,Wydawnictwo Literackie,2012-04-01,1937-01-01,,296.0,4  godz. 56 min.,polski,9788308049211,,,32514,2249,1109.0,3095,,304.0,literatura polska&powieść&XX wiek,1646,2953,3439,4951,2977,2024,984,1129,454,862,https://lubimyczytac.pl/ksiazka/137461/ferdydurke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,104,0
82,Johann Wolfgang von Goethe,https://lubimyczytac.pl/autor/22187/johann-wolfgang-von-goethe," Powieść epistolarna napisana przez Johanna Wolfganga von Goethego, a opublikowana po raz pierwszy w 1774 r. ""Cierpienia młodego Wertera"", najważniejsze dzieło młodzieńcze J.W. Goethego, osnute na jego osobistych doświadczeniach, jest zapisem refleksji, doznań i wewnętrznych przeżyć bohatera.Czołowe dzieło niemieckiego „pokolenia burzy i naporu”. Goethe tworzy model bohatera, zwanego bohaterem werterowskim. Wydanie tej książeczki zaowocowało „gorączką werterowską”, czyli falą samobójstw, zainspirowanych tą książeczką. Książka wzbogacona jest o wstęp, który zawiera wnikliwą analizę utworu, inspiracji i okoliczności, jakie wpłynęły na jego powstanie oraz oddziaływania powieści na twórczość innych pisarzy epoki romantyzmu. ",1123,20840,1,18,2,4572,Die Leiden des jungen Werther,Siedmioróg,2016-01-01,1955-01-01,1774-01-01,144.0,2  godz. 24 min.,polski,9788375685428,Franciszek Mirandola,,33363,3055,657.0,2227,,160.0,romantyzm&XVIII wiek&romans&dramat&filozofia,646,1087,1555,3599,3929,3672,1815,2369,805,1364,https://lubimyczytac.pl/ksiazka/4919644/cierpienia-mlodego-wertera,#0 Top 100 1 nagroda,,,Klasyka Literatury Światowej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,730,0
83,Irena Jurgielewiczowa,https://lubimyczytac.pl/autor/6284/irena-jurgielewiczowa," Od pierwszej strony tej znakomitej powieści czytelnik jest zaangażowany w sprawy, którymi żyją bohaterowie. Ulka, Pestka, Marian i Julek są zaskoczeni pojawieniem się na „ich” wyspie obcego chłopaka potrzebującego pomocy. Ukrywają go przed dorosłymi, ale nie wiedzą, że Zenek ma za sobą bolesne przeżycia i nie jest tym, za kogo się podaje. Wkrótce sytuacja tak bardzo się skomplikuje, że trzeba będzie ujawnić prawdę. ",1138,20709,0,23,2,4247,,Nasza Księgarnia,2019-05-22,1961-01-01,,256.0,4  godz. 16 min.,polski,9788310135070,,,35321,2430,728.0,990,,,Lektura&dla młodzieży&nastoletni bohaterowie,803,1316,2119,5702,4593,3447,971,1180,211,367,https://lubimyczytac.pl/ksiazka/4932059/ten-obcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,420,0
84,Peter V. Brett,https://lubimyczytac.pl/autor/18930/peter-v-brett," NOWE JEDNOTOMOWE WYDANIE!Zaszczuta i zdziesiątkowana ludzkość przeklina noc.Z każdym zmierzchem, w oparach mgły, nadchodzą opętane żądzą mordu bestie. Przerażeni ludzie chronią się za magicznymi runami. Rzeź ustaje bladym świtem, gdy światło zapędza demony z powrotem w Otchłań.Wydaje się, że nikt ani nic nie zdoła powstrzymać otchłańców, kładąc tym samym kres zagładzie. W tym dogorywającym świecie dorasta troje młodych ludzi.Bohaterski Arlen, przekonany, że większym od nocnego zła przekleństwem jest strach przepełniający ludzkie serca. Leesha – jej życie zrujnowało jedno proste kłamstwo – nowicjuszka u starej Zielarki. I Rojer, którego los na zawsze odmienił wędrowny Minstrel, wygrywając mu na skrzypkach skoczną melodię.Tych troje ma coś wspólnego – są uparci i przeczuwają, że prawda o świecie nie kończy się na tym, co im powiedziano. Czy odważą się jej poszukać, opuszczając chroniony runami azyl? ",1361,21244,1,7,2,590,The Painted Man,Fabryka Słów,2021-10-29,2008-12-01,2009-01-08,800.0,13  godz. 20 min.,polski,9788379646791,Marcin Mortka,,28437,5844,1840.0,10113,281.0,264.0,,2728,4471,6917,4615,1618,580,135,115,29,36,https://lubimyczytac.pl/ksiazka/4983288/malowany-czlowiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,912,0
85,Franz Kafka,https://lubimyczytac.pl/autor/18228/franz-kafka," Franz Kafka (1883-1924) urodzony w Pradze niemiecki pisarz pochodzenia żydowskiego to bodaj - obok Jamesa Joyce'a najsłynniejszy z pisarzy XX wieku. Proces (druga powieść Kafki) naisał w latach 1914-15, jednak tak naprawdę nigdy go nie dokończył, a w 1920 roku przekazał rękopis swojemu przyjacielowi Maxowi Brodowi, który miał go na prośbę Kafki zniszczyć. na szczęście tak się nie stało i w rok po śmierci Kafki książka się ukazała. Powieść obrosła całym szeregiem analiz literackich od spostrzeżenia totalitaryzmu, absurdu, surrealizmu, oniryzmu aż po objaśnienia wręcz kabalistyczne, czy też - jak Erich Fromm (w ""Zapomnianym języku"") - jako opowieść o odpowiedzialności za własne życie. Krytycy zwracają także uwagę na teatralność świata przedstawionego w powieści. Zaczyna się ona od szokującego początku: Ktoś musiał złożyć doniesienie na Josefa K., który zostaje nad ranem aresztowany z niewiadomych powodów, nie dopuścił się bowiem żadnej zbrodni. Mimo aresztowania i czekającego go procesu bohater może jednak kontynuować karierę zawodową, może zatem całe to aresztowanie to farsa, ale przecież nie, bo sprawa kończy się tragedią, śmiercią Josefa K. A w międzyczasie świat realny miesza się ze światem snów, bohater popada w coraz większą obsesję na punkcie swego procesu, czy aby sam nie wpada w sidła, nie próbuje walczyć, a może cała ta książka to alegoria religijna zrównująca sąd z boskością - jak chcieli pierwsi badacze twórczości Kafki. Sprawdźcie sami, geniusz tej powieści na tym właśnie polega, na jej wielowarstwowości i wieloznaczności, co owocuje możliwością bardzo rozlicznych interpretacji. Dodatkową zaletę tego wydania jest doskonale przygotowany przekład autorstwa Jerzego Korpantego przekład oparty na krytycznym wydaniu Procesu z 1990 roku. Wcześniejszy przekład Brunona Schulza oparty był na tekście przygotowanym przez Maxa Broda a kolejny - Jakuba Ekiera oparty na tym samym niemieckim krytycznym wydaniu co przekład Korpantego jest niewątpliwie rzetelny. ",997,20718,0,25,2,4572,Der Prozess,Vis-á-Vis/Etiuda,2022-09-23,1957-01-01,1974-01-01,240.0,4  godz. 0 min.,polski,9788379983643,,Proces (1993),30623,3960,894.0,8859,134.0,585.0,,1749,3353,4240,5681,2900,1509,529,498,120,139,https://lubimyczytac.pl/ksiazka/5040893/proces,#0 Top 100 1 nagroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1991,0
86,Emily Jane Brontë,https://lubimyczytac.pl/autor/24634/emily-jane-bronte," Historia tragicznej miłości i zemsty osnuta na tle dziejów trzech pokoleń dwóch ziemiańskich rodzin, opowieść, której scenerię stanowią tajemnicze i urzekające wrzosowiska północnej AngliiMały chłopiec, Heathcliff, jako osierocone dziecko trafia do domu Earnshawów. Wychowując się w tej zamożnej rodzinie, obdarza odwzajemnioną miłością Katarzynę, córkę swoich przybranych rodziców. Prześladowany przez przyszłego dziedzica Hindleya, poznaje też smak nienawiści. Gdy przekonuje się, że konwenanse mogą pokonać nawet najsilniejszą miłość, znika na trzy lata, aby powrócić jako dysponujący fortuną niewiadomego pochodzenia, demoniczny i bezwzględny mściciel. Od tego momentu nikomu w rodzinie nie będzie łatwo znaleźć własne szczęście. „Piekielna to była wyobraźnia i piekło musiała nosić w sobie ta spokojna pozornie dziewczyna. Dla nas pozostała tajemniczym, zachwycającym zjawiskiem”. Jarosław Iwaszkiewicz ",1769,20681,0,25,2,4572,,Bellona,2024-11-27,1847-01-01,1847-12-01,368.0,6  godz. 8 min.,polski,9788311174436,,,28188,6998,2448.0,14103,325.0,591.0,miłość&zemsta&tragedia&rodzina&wrzosowiska&Anglia&klasyka literatury&demoniczny bohater&romans&literatura angielska,2607,3506,4426,5522,2539,1242,382,318,82,57,https://lubimyczytac.pl/ksiazka/5131213/wichrowe-wzgorza,#0 Top 100 1 nagroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,909,0
87,Stephen King,https://lubimyczytac.pl/autor/13997/stephen-king," Specjalne wydanie bestsellerowej powieści „Carrie”, która w 2024 r. obchodzi pięćdziesiątą rocznicę publikacji. W oprawie zintegrowanej, z barwionymi brzegami i przedmową autorstwa Margaret Atwood.Carrie White jest inna. Dziwna. Jej matka, religijna fanatyczka, zakazała córce chodzenia na imprezy, spędzania czasu z chłopcami i ubierania się tak jak rówieśnicy. Samotna, nieśmiała i niezbyt ładna Carrie stanowi obiekt kpin ze strony otoczenia. Jednak nikt nie wie, że dziewczyna ukrywa coś przed światem: posiada moc telekinezy, którą w sekrecie doskonali, a która w końcu przyczyni się do jej zguby…Na razie jednak zbliża się wiosenny bal. Sue, koleżanka Carrie z liceum, ma wyrzuty sumienia, że przyłożyła rękę do dręczenia niewinnej dziewczyny. Prosi swojego chłopaka, szkolnego przystojniaka Tommy’ego Rossa, żeby zaprosił Carrie na bal. Para nie zdaje sobie jednak sprawy, że ich próba wyciągnięcia ręki do nastolatki zostanie wykorzystana przez okrutnych rówieśników.Kiedy na balu sprawy przybierają zły obrót, w Carrie coś pęka. Dziewczyna rozpętuje prawdziwe piekło, a jej celem stają się wszyscy, którzy kiedykolwiek ją zranili. Wtedy prześladowcy Carrie odkrywają, że popełnili ogromny błąd.Błąd, który być może będzie kosztować ich życie… ",1523,20450,0,13,2,4572,Carrie,Prószyński i S-ka,2024-10-10,1990-01-01,1981-01-01,272.0,4  godz. 32 min.,polski,9788383524177,Danuta Górska,Carrie (2013),27972,5089,793.0,7416,214.0,259.0,King&horror&groza&ekranizacja,953,1731,3772,6803,4551,1800,442,282,68,48,https://lubimyczytac.pl/ksiazka/5133852/carrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1253,1
88,Frank Herbert,https://lubimyczytac.pl/autor/3481/frank-herbert," Arrakis, zwana Diuną, to jedyne we wszechświecie źródło melanżu. Z rozkazu Padyszacha Imperatora planetę przejmują Atrydzi, zaciekli wrogowie władających nią dotychczas Harkonnenów. Zwycięstwo księcia Leto Atrydy jest jednak pozorne – przejęcie planety ukartowano. W odpowiedzi na atak Imperium i Harkonnenów dziedzic rodu Atrydów Paul staje na czele rdzennych mieszkańców Diuny i sięga po imperialny tron. Oszałamiające połączenie przygody oraz mistycyzmu, ekologii i polityki.""Diuna"" otrzymała dwie najbardziej prestiżowe nagrody SF: Nebula i Hugo.Dom Wydawniczy REBIS oddaje czytelnikom nowe, poprawione wydanie cyklu „Kroniki Diuny”, który tworzą: ""Diuna"", ""Mesjasz Diuny"", ""Dzieci Diuny"", ""Bóg Imperator Diuny"", ""Heretycy Diuny"" i ""Kapitularz Diuną"".Najnowszą ekranizację ""Diuny"" wyreżyserował Denis Villeneuve (""Blade Runner 2049"", ""Sicario""). Autorami scenariusza są Eric Roth (""Forrest Gump""),Jon Spaihts (""Doktor Strange"") i Denis Villeneuve, a muzyki – Hans Zimmer (""Gladiator"", ""Incepcja"", ""Dunkierka""). W obsadzie gwiazdy światowego kina: Timothée Chalamet, Rebecca Ferguson, Stellan Skarsgård, Jason Momoa, Charlotte Rampling, Javier Bardem, Josh Brolin, Zendaya i Oscar Isaac. ",1815,20816,2,7,2,2002,Dune,Rebis,2024-01-01,1985-01-01,1965-01-01,777.0,12  godz. 57 min.,polski,9788381884105,Marek Marszał,Diuna (1984)  Diuna część 1 (2021)  Diuna część 2 (2024),25746,5709,1498.0,16362,282.0,1456.0,,3725,5646,5613,3655,1393,461,148,123,30,22,https://lubimyczytac.pl/ksiazka/4942534/diuna,,,,Diuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1192,0
89,E. L. James,https://lubimyczytac.pl/autor/65774/e-l-james," Kobiety na jej punkcie szaleją.Mężczyźni wiele zawdzięczają.Biblioteki apelują, by wycofać z obiegu.A powieść sprzedaje się w tempie egzemplarza na minutę!!! Trylogia „Pięćdziesiąt odcieni” rozpętała na świecie prawdziwe szaleństwo.Sprzedaż w Stanach Zjednoczonych sięgnęła 15 milionów już w pierwszych trzech miesiącach sprzedaży. Dla porównania osiągnięcie takiego sukcesu zajęło trylogii Stiega Larssona trzy lata!Powieść okupuje nieprzerwanie jednocześnie pierwszą, drugą i trzecią pozycję na prestiżowej liście bestsellerów e-bookowych magazynu „The New York Times”!Prawa do zagranicznych wydań sprzedano w kilka dni do kilkudziesięciu krajów!Prawa filmowe nabył Universal Pictures na drodze aukcji za niebagatelną kwotę pięciu milionów dolarów!Sprzedaż w Wielkiej Brytanii sięgnęła 100 000 egzemplarzy zaledwie w 7 dni od premiery!Pięćdziesiąt twarzy Greya to również najlepiej sprzedający się e-book w historii Random House UK!Ich przypadkowe spotkanie dało początek fali namiętności, która z czasem wcale nie osłabła. Wspólna codzienność okazała się nie lada wyzwaniem, któremu Anastasia i Chrstian dzielnie stawiają czoła w imię łączącego ich uczucia. Kochankowie wciąż dryfują po wzburzonym morzu uczuć, targani namiętnością i rozterkami, niepewni tego, co zgotuje im los. Czy najbardziej poruszająca historia miłosna tego roku zakończy się happy endem? A może piękny sen przerwie były szef Any, Jack Hyde, który poprzysiągł zemsty i cierpliwie czeka na swoją szansę? ",1323,20542,0,24,2,3266,Fifty Shades Freed,Sonia Draga,2013-01-09,2013-01-09,2012-01-01,688.0,11  godz. 28 min.,polski,9788375085969,Monika Wyrwas-Wiśniewska,,30117,5657,1547.0,2981,301.0,405.0,powieść erotyczna&BDSM,2709,1291,2459,3489,3881,2540,1490,1282,712,689,https://lubimyczytac.pl/ksiazka/153709/nowe-oblicze-greya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1479,0
90,Simon Beckett,https://lubimyczytac.pl/autor/14005/simon-beckett," Minęły trzy lata, odkąd David Hunter, wybitny antropolog sądowy, przeprowadził się do prowincjonalnego miasteczka, uciekając przed londyńskim zgiełkiem, swoją pracą i tragedią życiową, która go spotkała.Spokój w miasteczku i życiu Davida zostaje zaburzony, gdy pewnego dnia w okolicznym lesie zostają znalezione zwłoki kobiety. Hunter, w przeszłości specjalista od badania ludzkich szczątków, dziś niechętnie zgadza się na współpracę przy policyjnym śledztwie. Gdy jednak znika kolejna kobieta, doktor Hunter nie może już stać z boku. Sprawa dotyka go osobiście.Wynaturzone, bestialskie metody zabójcy, miasteczko opętane nienawistną podejrzliwością – wokół gęstnieje mrok, a czas ucieka. David musi podążać szlakiem makabrycznych wskazówek aż do przerażającego finału. ",2090,20586,0,20,2,914,The Chemistry of Death,Czarna Owca,2020-08-12,2006-01-01,2007-01-01,368.0,6  godz. 8 min.,polski,9788381435987,Berenika Janczarska,,26318,4780,1425.0,9268,139.0,297.0,,2228,3273,6304,5606,2143,729,157,106,18,23,https://lubimyczytac.pl/ksiazka/4930530/chemia-smierci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,771,0
91,Gabriel García Márquez,https://lubimyczytac.pl/autor/17269/gabriel-garcia-marquez," Wydanie specjalne, z ilustracjami chilijskiej artystki Luisy Rivery.Miała to być pierwsza powieść Gabriela Garcíi Marqueza. Dzięki swym dziadkom znał od dziecka historię Macondo i dzieje rodziny Buendía, prześladowanej fatum kazirodztwa. Świat, w którym rzeczy nadzwyczajne miały wymiar szarej codzienności, zwyczajność zaś przyjmowana była jak zjawisko nadprzyrodzone; świat bez czasu, gdzie wiele rzeczy nie miało jeszcze nazw, był też jego światem. Potrzebował aż dwudziestu lat, by wreszcie spisać te rodzinne opowieści z całym dobrodziejstwem i przekleństwem odniesień biblijnych, baśniowych, literackich, politycznych; uświadomił nam, że „plemiona skazane na sto lat samotności nie mają już drugiej szansy na ziemi”. ",1438,19874,0,18,2,4572,Cien años de soledad,Muza,2022-11-23,1975-01-01,1967-05-01,400.0,6  godz. 40 min.,polski,9788328725102,"Kalina Wojciechowska, Grażyna Grudzińska",Sto lat samotności (2024),26359,5033,1928.0,19901,319.0,916.0,Ameryka Południowa&kazirodztwo&klasyka literatury&literatura kolumbijska&los&miłość&namiętność&Nagroda Nobla&Nobel&noblista&przeznaczenie&realizm magiczny&relacje rodzinne&rodzina&śmierć,3795,4271,4048,3875,1776,992,399,457,130,131,https://lubimyczytac.pl/ksiazka/5045946/sto-lat-samotnosci,#0 Top 100 1 nagroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,724,0
92,Becca Fitzpatrick,https://lubimyczytac.pl/autor/30151/becca-fitzpatrick," Demon. Upadły anioł. Błądzi po ziemi i przejmuje ludzkie ciało.Uwodzi, dominuje, dręczy i pochłania w całości...Nora od pierwszej chwili spotkania z Patchem w szkole wie, że głęboka czerń jego oczu więcej skrywa, niż ujawnia. Chłopak jest uwodzicielski i tajemniczy, a ona coraz bardziej zafascynowana jego enigmatyczną charyzmą.Patch jest także przerażający. Od kiedy Nora go poznała, ma wrażenie, że ktoś ją śledzi, i nie może pozbyć się podejrzeń, że to Patch ma z tym coś wspólnego… Jak to się dzieje, że czyta jej w myślach? Skąd pochodzi i dlaczego tak ją pociąga? Co oznacza dziwna blizna na jego plecach?Przez tego chłopaka rozsądna Nora traci głowę i wplątuje się w wydarzenia, w których niebo i piekło są bardzo blisko siebie.Przeżyj niewyobrażalne emocje i doznaj nieziemskiej namiętności. Bo czasem zdarza się miłość nie z tego świata… ",2266,19646,0,7,2,4154,Hush Hush,Poradnia K,2024-02-14,2010-01-13,2009-10-13,328.0,5  godz. 28 min.,polski,9788367784252,Paweł Łopatka,,27851,5593,3295.0,8322,618.0,240.0,szeptem&hush&Becca Fitzpatrick&Demon&Anioły&Young Adult,3751,2852,3441,3939,2557,1509,572,568,220,237,https://lubimyczytac.pl/ksiazka/5100977/szeptem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,849,0
94,Stefan Żeromski,https://lubimyczytac.pl/autor/6394/stefan-zeromski," Cezary Baryka rozdarty pomiędzy ideami rewolucji a utopią ""szklanych domów"", poszukuje własnej drogi. ",746,19148,0,25,2,4572,,Świat Książki,2024-06-05,1953-01-01,1969-01-01,,,polski,9788382893984,,Przedwiośnie (2001),31701,3840,379.0,1899,,226.0,lektura szkolna&literatura polska&literatura XX w.,433,912,1962,5063,4995,3311,1054,982,187,249,https://lubimyczytac.pl/ksiazka/5122084/przedwiosnie,,,,Kolekcja klasyki polskiej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,103,0
